Author,Message
Oprah Winfrey,"Although there may be tragedy in your life, there's always a possibility to triumph. It doesn't matter who you are, where you come from. The ability to triumph begins with you. Always."
Oprah Winfrey,Don't settle for a relationship that won't let you be yourself.
Oprah Winfrey,Follow your instincts. That is where true wisdom manifests itself.
Oprah Winfrey,I don't believe in failure. It is not failure if you enjoyed the process.
Oprah Winfrey,I don't believe in failure. It's not failure if you enjoyed the process.
Oprah Winfrey,"If you want your life to be more rewarding, you have to change the way you think."
Oprah Winfrey,"Lots of people want to ride with you in the limo, but what you want is someone who will take the bus with you when the limo breaks down."
Oprah Winfrey,The biggest adventure you can ever take is to live the life of your dreams.
Oprah Winfrey,"With every experience, you alone are painting your own canvas, thought by thought, choice by choice."
Orison Marden,All men who have achieved great things have been great dreamers.
Orison Marden,"Most of our obstacles would melt away if, instead of cowering before them, we should make up our minds to walk boldly through them."
Orison Marden,The Creator has not given you a longing to do that which you have no ability to do.
Oscar Wilde,Anybody can make history. Only a great man can write it.
Oscar Wilde,Be yourself; everyone else is already taken.
Oscar Wilde,Experience is simply the name we give our mistakes.
Oscar Wilde,"The aim of life is self-development. To realize ones nature perfectly, that is what each of us is here for."
Oscar Wilde,The only thing to do with good advice is to pass it on. It is never of any use to oneself.
Oscar Wilde,The smallest act of kindness is worth more than the grandest intention.
Ovid,All things change; nothing perishes.
Ovid,"Chance is always powerful. Let your hook be always cast; in the pool where you least expect it, there will be a fish."
Ovid,"Let your hook always be cast; in the pool where you least expect it, there will be a fish."
Ovid,Take rest; a field that has rested gives a bountiful crop.
Ovid,The cause is hidden. The effect is visible to all.
Paavo Nurmi,"Mind is everything: muscle, pieces of rubber. All that I am, I am because of my mind."
Pablo Picasso,Action is the foundational key to all success.
Pablo Picasso,All children are artists. The problem is how to remain an artist once he grows up.
Pablo Picasso,Everything you can imagine is real.
Pablo Picasso,"He can who thinks he can, and he can't who thinks he can't. This is an inexorable, indisputable law."
Pablo Picasso,"I am always doing that which I can not do, in order that I may learn how to do it."
Pablo Picasso,"I am always doing that which I cannot do, in order that I may learn how to do it."
Pablo Picasso,I begin with an idea and then it becomes something else.
Pablo Picasso,"Inspiration exists, but it has to find us working."
Pat Riley,"Courage is not the absence of fear, but simply moving on with dignity despite that fear."
Paul Boese,"Forgiveness does not change the past, but it does enlarge the future."
Paul Cezanne,The awareness of our own strength makes us modest.
Paul Graham,"The most dangerous way to lose time is not to spend it having fun, but to spend it doing fake work. When you spend time having fun, you know you're being self-indulgent."
Paul Tillich,Decision is a risk rooted in the courage of being free.
Paulo Coelho,Write your plans in pencil and give God the eraser.
Pearl Buck,"Every great mistake has a halfway moment, a split second when it can be recalled and perhaps remedied."
Pearl Buck,Growth itself contains the germ of happiness.
Pearl Buck,One faces the future with ones past.
Pearl Buck,"The secret of joy in work is contained in one word, excellence. To know how to do something well is to enjoy it."
Pearl Buck,"The truth is always exciting. Speak it, then. Life is dull without it."
Pearl Buck,"You cannot make yourself feel something you do not feel, but you can make yourself do right in spite of your feelings."
Pema Chodron,"If we learn to open our hearts, anyone, including the people who drive us crazy, can be our teacher."
Pema Chodron,It isn't what happens to us that causes us to suffer; it's what we say to ourselves about what happens.
Pema Chodron,Nothing ever goes away until it has taught us what we need to know.
Pema Chodron,"The future is completely open, and we are writing it moment to moment."
Pema Chodron,The greatest obstacle to connecting with our joy is resentment.
Pema Chodron,The truth you believe and cling to makes you unavailable to hear anything new.
Pema Chodron,"To be fully alive, fully human, and completely awake is to be continually thrown out of the nest."
Pema Chodron,"When you begin to touch your heart or let your heart be touched, you begin to discover that it's bottomless."
Percy Shelley,"Fear not for the future, weep not for the past."
Pericles,Time is the wisest counsellor of all.
Peter Drucker,Efficiency is doing things right; effectiveness is doing the right things.
Peter Drucker,Follow effective action with quiet reflection. From the quiet reflection will come even more effective action.
Peter Drucker,The best way to predict your future is to create it.
Peter Drucker,There is nothing so useless as doing efficiently that which should not be done at all.
Peter Elbow,Meaning is not what you start with but what you end up with.
Philip Breedveld,Moments of complete apathy are the best for new creations.
Philip Sidney,"Either I will find a way, or I will make one."
Pierre Abelard,"The beginning of wisdom is found in doubting; by doubting we come to the question, and by seeking we may come upon the truth."
Pierre Auguste Renoir,"The pain passes, but the beauty remains."
Plato,A good decision is based on knowledge and not on numbers.
Plato,"Bodily exercise, when compulsory, does no harm to the body; but knowledge which is acquired under compulsion obtains no hold on the mind."
Plato,Good actions give strength to ourselves and inspire good actions in others.
Plato,"Wise men talk because they have something to say; fools, because they have to say something."
Plotinus,"Knowledge has three degrees, opinion, science, illumination. The means or instrument of the first is sense; of the second, dialectic; of the third, intuition."
Plutarch,"Know how to listen, and you will profit even from those who talk badly."
Plutarch,To make no mistakes is not in the power of man; but from their errors and mistakes the wise and good learn wisdom for the future.
Plutarch,What we achieve inwardly will change outer reality.
Princess Diana,Only do what your heart tells you.
Publilius Syrus,A rolling stone gathers no moss.
Publilius Syrus,Better be ignorant of a matter than half know it.
Publilius Syrus,Do not turn back when you are just at the goal.
Publilius Syrus,"I have often regretted my speech, never my silence."
Publilius Syrus,Never promise more than you can perform.
Publilius Syrus,"While we stop to think, we often miss our opportunity."
Rabbi Hillel,"If I am not for myself, who will be for me? If I am not for others, what am I? And if not now, when?"
Rabindranath Tagore,We read the world wrong and say that it deceives us.
Rachel Carson,"If facts are the seeds that later produce knowledge and wisdom, then the emotions and the impressions of the senses are the fertile soil in which the seeds must grow."
Ralph Blum,Nothing is predestined: The obstacles of your past can become the gateways that lead to new beginnings.
Ralph Emerson,Bad times have a scientific value. These are occasions a good learner would not miss.
Ralph Emerson,"Belief consists in accepting the affirmations of the soul; Unbelief, in denying them."
Ralph Emerson,Build a better mousetrap and the world will beat a path to your door.
Ralph Emerson,Do not be too timid and squeamish about your reactions. All life is an experiment. The more experiments you make the better.
Ralph Emerson,"Do not go where the path may lead, go instead where there is no path and leave a trail."
Ralph Emerson,"Do not waste yourself in rejection, nor bark against the bad, but chant the beauty of the good."
Ralph Emerson,Each man has his own vocation; his talent is his call. There is one direction in which all space is open to him.
Ralph Emerson,Everything in the universe goes by indirection. There are no straight lines.
Ralph Emerson,Go put your creed into the deed. Nor speak with double tongue.
Ralph Emerson,Good luck is another name for tenacity of purpose.
Ralph Emerson,"Good thoughts are no better than good dreams, unless they be executed."
Ralph Emerson,"Great are they who see that spiritual is stronger than any material force, that thoughts rule the world."
Ralph Emerson,"If the single man plant himself indomitably on his instincts, and there abide, the huge world will come round to him."
Ralph Emerson,If the stars should appear but one night every thousand years how man would marvel and adore.
Ralph Emerson,In skating over thin ice our safety is in our speed.
Ralph Emerson,It is one of the blessings of old friends that you can afford to be stupid with them.
Ralph Emerson,"Life is a progress, and not a station."
Ralph Emerson,"Life is a succession of lessons, which must be lived to be understood."
Ralph Emerson,Make the most of yourself for that is all there is of you.
Ralph Emerson,"Make the most of yourself, for that is all there is of you."
Ralph Emerson,Nature is a mutable cloud which is always and never the same.
Ralph Emerson,Nothing great was ever achieved without enthusiasm.
Ralph Emerson,Nothing is at last sacred but the integrity of your own mind.
Ralph Emerson,Our distrust is very expensive.
Ralph Emerson,Self-trust is the first secret of success.
Ralph Emerson,Skill to do comes of doing.
Ralph Emerson,"So is cheerfulness, or a good temper, the more it is spent, the more remains."
Ralph Emerson,The only way to have a friend is to be one.
Ralph Emerson,The world makes way for the man who knows where he is going.
Ralph Emerson,The years teach much which the days never know.
Ralph Emerson,Thought is the blossom; language the bud; action the fruit behind it.
Ralph Emerson,To be great is to be misunderstood.
Ralph Emerson,"Truth, and goodness, and beauty are but different faces of the same all."
Ralph Emerson,We aim above the mark to hit the mark.
Ralph Emerson,"We must be as courteous to a man as we are to a picture, which we are willing to give the advantage of a good light."
Ralph Emerson,What is a weed? A plant whose virtues have not yet been discovered.
Ralph Marston,Excellence is not a skill. It is an attitude.
Ralph Marston,"Let go of your attachment to being right, and suddenly your mind is more open. You're able to benefit from the unique viewpoints of others, without being crippled by your own judgement."
Ralph Waldo Emerson,"A hero is no braver than an ordinary man, but he is braver five minutes longer."
Ralph Waldo Emerson,"Do not follow where the path may lead. Go, instead, where there is no path and leave a trail."
Ralph Waldo Emerson,Happiness is a perfume you cannot pour on others without getting a few drops on yourself.
Ralph Waldo Emerson,Imagination is not a talent of some men but is the health of every man.
Ralph Waldo Emerson,It is only when the mind and character slumber that the dress can be seen.
Ralph Waldo Emerson,Most of the shadows of life are caused by standing in our own sunshine.
Ralph Waldo Emerson,Our strength grows out of our weaknesses.
Ray Bradbury,Living at risk is jumping off the cliff and building your wings on the way down.
Remez Sasson,"You get peace of mind not by thinking about it or imagining it, but by quietening and relaxing the restless mind."
Rene Descartes,Divide each difficulty into as many parts as is feasible and necessary to resolve it.
Rene Descartes,It is not enough to have a good mind; the main thing is to use it well.
Rene Descartes,The greatest minds are capable of the greatest vices as well as of the greatest virtues.
Richard Bach,"Allow the world to live as it chooses, and allow yourself to live as you choose."
Richard Bach,"Argue for your limitations, and sure enough they're yours."
Richard Bach,"Argue for your limitations, and sure enough theyre yours."
Richard Bach,"Ask yourself the secret of your success. Listen to your answer, and practice it."
Richard Bach,Bad things are not the worst things that can happen to us. Nothing is the worst thing that can happen to us!
Richard Bach,"Can miles truly separate you from friends... If you want to be with someone you love, aren't you already there?"
Richard Bach,"Don't be dismayed by good-byes. A farewell is necessary before you can meet again. And meeting again, after moments or lifetimes, is certain for those who are friends."
Richard Bach,"Don't believe what your eyes are telling you. All they show is limitation. Look with your understanding, find out what you already know, and you'll see the way to fly."
Richard Bach,Don't turn away from possible futures before you're certain you don't have anything to learn from them.
Richard Bach,Every gift from a friend is a wish for your happiness.
Richard Bach,"Every person, all the events of your life are there because you have drawn them there. What you choose to do with them is up to you."
Richard Bach,Every problem has a gift for you in its hands.
Richard Bach,Happiness is the reward we get for living to the highest right we know.
Richard Bach,I gave my life to become the person I am right now. Was it worth it?
Richard Bach,"If you love someone, set them free. If they come back they're yours; if they don't they never were."
Richard Bach,In order to live free and happily you must sacrifice boredom. It is not always an easy sacrifice.
Richard Bach,"In order to win, you must expect to win."
Richard Bach,Learning is finding out what you already know.
Richard Bach,Listen to what you know instead of what you fear.
Richard Bach,"Sooner or later, those who win are those who think they can."
Richard Bach,"Strong beliefs win strong men, and then make them stronger."
Richard Bach,The best way to pay for a lovely moment is to enjoy it.
Richard Bach,"The mark of your ignorance is the depth of your belief in injustice and tragedy. What the caterpillar calls the end of the world, the Master calls the butterfly."
Richard Bach,"The meaning I picked, the one that changed my life: Overcome fear, behold wonder."
Richard Bach,The simplest things are often the truest.
Richard Bach,"To bring anything into your life, imagine that it's already there."
Richard Bach,"To fly as fast as thought, you must begin by knowing that you have already arrived."
Richard Bach,"What the caterpillar calls the end of the world, the master calls a butterfly."
Richard Bach,"You are always free to change your mind and choose a different future, or a different past."
Richard Bach,"You are never given a wish without also being given the power to make it come true. You may have to work for it, however."
Richard Bach,You teach best what you most need to learn.
Richard Bach,Your friends will know you better in the first minute you meet than your acquaintances will know you in a thousand years.
Richard Braunstein,He who obtains has little. He who scatters has much.
Richard Evans,The undertaking of a new action brings new strength.
Richard Garriott,"Chaos and Order are not enemies, only opposites."
Richard Needham,"Strong people make as many mistakes as weak people. Difference is that strong people admit their mistakes, laugh at them, learn from them. That is how they become strong."
Richard Whately,"Lose an hour in the morning, and you will spend all day looking for it."
Rita Mae Brown,Creativity comes from trust. Trust your instincts. And never hope more than you work.
Robert Anthony,Forget about all the reasons why something may not work. You only need to find one good reason why it will.
Robert Brault,"Enjoy the little things, for one day you may look back and realize they were the big things."
Robert C. Solomon,"Spirituality can be severed from both vicious sectarianism and thoughtless banalities. Spirituality, I have come to see, is nothing less than the thoughtful love of life."
Robert Frost,In three words I can sum up everything Ive learned about life: it goes on.
Robert Frost,The best way out is always through.
Robert Fulghum,"If you break your neck, if you have nothing to eat, if your house is on fire, then you got a problem. Everything else is inconvenience."
Robert Fulghum,"Peace is not something you wish for. It's something you make, something you do, something you are, and something you give away."
Robert Graves,Intuition is the supra-logic that cuts out all the routine processes of thought and leaps straight from the problem to the answer.
Robert Heller,"Never ignore a gut feeling, but never believe that it's enough."
Robert Kennedy,Only those who dare to fail greatly can ever achieve greatly.
Robert Louis Stevenson,There is no duty we so underrate as the duty of being happy. By being happy we sow anonymous benefits upon the world.
Robert Lynd,"Any of us can achieve virtue, if by virtue we merely mean the avoidance of the vices that do not attract us."
Robert M. Pirsig,The place to improve the world is first in one's own heart and head and hands.
Robert McKain,The reason most goals are not achieved is that we spend our time doing second things first.
Robert Orben,Don't think of it as failure. Think of it as time-released success.
Robert Pirsig,The only Zen you find on the tops of mountains is the Zen you bring up there.
Robert Schuller,"As we grow as unique persons, we learn to respect the uniqueness of others."
Robert Schuller,Failure doesn't mean you are a failure it just means you haven't succeeded yet.
Robert Southey,"It is with words as with sunbeams. The more they are condensed, the deeper they burn."
Robert Stevenson,Don't judge each day by the harvest you reap but by the seeds that you plant.
Robert Stevenson,Don't judge each day by the harvest you reap but by the seeds you plant.
Robert Stevenson,"To be what we are, and to become what we are capable of becoming, is the only end of life."
Rodin,Nothing is a waste of time if you use the experience wisely.
Rudolf Arnheim,"All perceiving is also thinking, all reasoning is also intuition, all observation is also invention."
Rumi,"Everyone has been made for some particular work, and the desire for that work has been put in every heart."
Rumi,Let the beauty of what you love be what you do.
Rumi,Let yourself be silently drawn by the stronger pull of what you really love.
Rumi,Something opens our wings. Something makes boredom and hurt disappear. Someone fills the cup in front of us: We taste only sacredness.
Sai Baba,"All action results from thought, so it is thoughts that matter."
Sai Baba,What is new in the world? Nothing. What is old in the world? Nothing. Everything has always been and will always be.
Saint Augustine,Patience is the companion of wisdom.
Sam Keen,"We come to love not by finding a perfect person, but by learning to see an imperfect person perfectly."
Sam Levenson,It's so simple to be wise. Just think of something stupid to say and then don't say it.
Sam Rayburn,No one has a finer command of language than the person who keeps his mouth shut.
Samuel Johnson,Memory is the mother of all wisdom.
Samuel Taylor Coleridge,Imagination is the living power and prime agent of all human perception.
Sarah Breathnach,Our deepest wishes are whispers of our authentic selves. We must learn to respect them. We must learn to listen.
Satchel Paige,Don't look back. Something might be gaining on you.
Saul Alinsky,"As an organizer I start from where the world is, as it is, not as I would like it to be."
Seneca,Begin at once to live and count each separate day as a separate life.
Seneca,"If one does not know to which port is sailing, no wind is favorable."
Seneca,Luck is what happens when preparation meets opportunity.
Seneca,Most powerful is he who has himself in his own power.
Seneca,No man was ever wise by chance.
Seneca,"The conditions of conquest are always easy. We have but to toil awhile, endure awhile, believe always, and never turn back."
Seneca,The greatest remedy for anger is delay.
Seneca,The mind unlearns with difficulty what it has long learned.
Seneca,There is no great genius without some touch of madness.
Seneca,Things that were hard to bear are sweet to remember.
Shakti Gawain,"The more light you allow within you, the brighter the world you live in will be."
Sheldon Kopp,In the long run we get no more than we have been willing to risk giving.
Shunryu Suzuki,The most important point is to accept yourself and stand on your two feet.
Sigmund Freud,From error to error one discovers the entire truth.
Sigmund Freud,The most complicated achievements of thought are possible without the assistance of consciousness.
Simone Weil,"Liberty, taking the word in its concrete sense, consists in the ability to choose."
Sinvyest Tan,Don't frown because you never know who is falling in love with your smile.
Socrates,Be as you wish to seem.
Socrates,The greatest way to live with honor in this world is to be what we pretend to be.
Socrates,The greatest way to live with honour in this world is to be what we pretend to be.
Socrates,Wisdom begins in wonder.
Sogyal Rinpoche,"We must never forget that it is through our actions, words, and thoughts that we have a choice."
Sojourner Truth,Truth is powerful and it prevails.
Sophocles,A short saying oft contains much wisdom.
Sophocles,A short saying often contains much wisdom.
Sophocles,Ignorant men don't know what good they hold in their hands until they've flung it away.
Sophocles,"Men of perverse opinion do not know the excellence of what is in their hands, till some one dash it from them."
Sophocles,Much wisdom often goes with fewer words.
Sophocles,"Numberless are the worlds wonders, but none more wonderful than man."
Sophocles,Wisdom is the supreme part of happiness.
Soren Kierkegaard,To dare is to lose ones footing momentarily. To not dare is to lose oneself.
Sri Chinmoy,"Judge nothing, you will be happy. Forgive everything, you will be happier. Love everything, you will be happiest."
St. Augustine,"Better to have loved and lost, than to have never loved at all."
Stephen Covey,We are not animals. We are not a product of what has happened to us in our past. We have the power of choice.
Stephen Kaggwa,"Try and fail, but don't fail to try."
Stephen Sigmund,Learn wisdom from the ways of a seedling. A seedling which is never hardened off through stressful situations will never become a strong productive plant.
Sue Patton Thoele,"Deep listening is miraculous for both listener and speaker.When someone receives us with open-hearted, non-judging, intensely interested listening, our spirits expand."
Sun Tzu,Can you imagine what I would do if I could do all I can?
Sun Tzu,You have to believe in yourself.
Swedish proverb,Worry often gives a small thing a big shadow.
Sydney Smith,"It is the greatest of all mistakes to do nothing because you can only do little, do what you can."
Sylvia Voirol,Rainbows apologize for angry skies.
Tehyi Hsieh,Action will remove the doubts that theory cannot solve.
Tenzin Gyatso,To be aware of a single shortcoming in oneself is more useful than to be aware of a thousand in someone else.
Tenzin Gyatso,"When we feel love and kindness toward others, it not only makes others feel loved and cared for, but it helps us also to develop inner happiness and peace."
Theodore H. White,"To go against the dominant thinking of your friends, of most of the people you see every day, is perhaps the most difficult act of heroism you can perform."
Theodore Roosevelt,Keep your eyes on the stars and your feet on the ground.
Theodore Rubin,"Kindness is more important than wisdom, and the recognition of this is the beginning of wisdom."
Theophrastus,Time is the most valuable thing a man can spend.
Thich Nhat Hanh,By living deeply in the present moment we can understand the past better and we can prepare for a better future.
Thich Nhat Hanh,"If we are not fully ourselves, truly in the present moment, we miss everything."
Thich Nhat Hanh,May our hearts garden of awakening bloom with hundreds of flowers.
Thich Nhat Hanh,"Smile, breathe and go slowly."
Thich Nhat Hanh,"Smile, breathe, and go slowly."
Thich Nhat Hanh,"Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy."
Thich Nhat Hanh,The amount of happiness that you have depends on the amount of freedom you have in your heart.
Thich Nhat Hanh,"The most precious gift we can offer anyone is our attention. When mindfulness embraces those we love, they will bloom like flowers."
Thich Nhat Hanh,"There is no way to happiness, happiness is the way."
Thich Nhat Hanh,To be beautiful means to be yourself. You don't need to be accepted by others. You need to accept yourself.
Thomas Carlyle,By nature man hates change; seldom will he quit his old home till it has actually fallen around his ears.
Thomas Carlyle,Do not be embarrassed by your mistakes. Nothing can teach us better than our understanding of them. This is one of the best ways of self-education.
Thomas Carlyle,"Instead of saying that man is the creature of circumstance, it would be nearer the mark to say that man is the architect of circumstance."
Thomas Carlyle,"This world, after all our science and sciences, is still a miracle; wonderful, inscrutable, magical and more, to whosoever will think of it."
Thomas Dewar,Minds are like parachutes. They only function when open.
Thomas Edison,Genius is one percent inspiration and ninety-nine percent perspiration.
Thomas Edison,"If we did the things we are capable of, we would astound ourselves."
Thomas Edison,Many of life's failures are people who did not realize how close they were to success when they gave up.
Thomas Edison,Opportunity is missed by most because it is dressed in overalls and looks like work.
Thomas Edison,The first requisite for success is the ability to apply your physical and mental energies to one problem incessantly without growing weary.
Thomas Fuller,An invincible determination can accomplish almost anything and in this lies the great distinction between great men and little men.
Thomas Fuller,No garden is without its weeds.
Thomas Hardy,Time changes everything except something within us which is always surprised by change.
Thomas Jefferson,Do you want to know who you are? Don't ask. Act! Action will delineate and define you.
Thomas Jefferson,Don't talk about what you have done or what you are going to do.
Thomas Jefferson,"I'm a great believer in luck and I find the harder I work, the more I have of it."
Thomas Jefferson,Never put off till tomorrow what you can do today.
Thomas Jefferson,Reason and free inquiry are the only effectual agents against error.
Thomas Kempis,"Be not angry that you cannot make others as you wish them to be, since you cannot make yourself as you wish to be."
Thomas Paine,The most formidable weapon against errors of every kind is reason.
Thornton Wilder,"My advice to you is not to inquire why or whither, but just enjoy your ice cream while its on your plate, that's my philosophy."
Thornton Wilder,We can only be said to be alive in those moments when our hearts are conscious of our treasures.
Tim Menchen,To dream of the person you would like to be is to waste the person you are.
Tom Jackson,Sometimes the cards we are dealt are not always fair. However you must keep smiling and moving on.
Tom Krause,"There are no failures, just experiences and your reactions to them."
Tom Krause,There are no failures. Just experiences and your reactions to them.
Tom Lehrer,Life is like a sewer. What you get out of it depends on what you put into it.
Tom Peters,Formula for success: under promise and over deliver.
Tomas Eliot,"Do not expect the world to look bright, if you habitually wear gray-brown glasses."
Toni Morrison,"If you surrender to the wind, you can ride it."
Tony Blair,Sometimes it is better to lose and do the right thing than to win and do the wrong thing.
Tony Robbins,"If you do what you've always done, you'll get what youve always gotten."
Tony Robbins,It is in your moments of decision that your destiny is shaped.
Tony Robbins,"People are not lazy. They simply have impotent goals, that is, goals that do not inspire them."
Tony Robbins,Setting goals is the first step in turning the invisible into the visible.
Tony Robbins,"Stay committed to your decisions, but stay flexible in your approach."
Tony Robbins,"Successful people ask better questions, and as a result, they get better answers."
Tony Robbins,The only limit to your impact is your imagination and commitment.
Tony Robbins,"The path to success is to take massive, determined action."
Tony Robbins,The way we communicate with others and with ourselves ultimately determines the quality of our lives.
Tony Robbins,Using the power of decision gives you the capacity to get past any excuse to change any and every part of your life in an instant.
Tony Robbins,"We can change our lives. We can do, have, and be exactly what we wish."
Tony Robbins,"Whatever happens, take responsibility."
Tony Robbins,When people are like each other they tend to like each other.
Tony Robbins,You always succeed in producing a result.
Tryon Edwards,"He that never changes his opinions, never corrects his mistakes, and will never be wiser on the morrow than he is today."
Turkish proverb,Kind words will unlock an iron door.
Usman Asif,Fear is a darkroom where negatives develop.
Uta Hagen,We must overcome the notion that we must be regular. It robs you of the chance to be extraordinary and leads you to the mediocre.
V. Naipaul,The world is always in movement.
Vaclav Havel,"Work for something because it is good, not just because it stands a chance to succeed."
Vernon Cooper,"These days people seek knowledge, not wisdom. Knowledge is of the past, wisdom is of the future."
Victor Frankl,"Everything can be taken from a man but ... the last of the human freedoms, to choose ones attitude in any given set of circumstances, to choose ones own way."
Victor Hugo,"An invasion of armies can be resisted, but not an idea whose time has come."
Victor Hugo,Life is the flower for which love is the honey.
Victoria Holt,"Never regret. If it's good, it's wonderful. If it's bad, it's experience."
Vince Lombardi,"If you'll not settle for anything less than your best, you will be amazed at what you can accomplish in your lives."
Vince Lombardi,"Leaders aren't born they are made. And they are made just like anything else, through hard work. And that's the price well have to pay to achieve that goal, or any goal."
Vincent Lombardi,"The spirit, the will to win, and the will to excel, are the things that endure. These qualities are so much more important than the events that occur."
Virgil,Fortune favours the brave.
Virgil,They can conquer who believe they can.
Virgil,They can do all because they think they can.
Vista Kelly,"Snowflakes are one of natures most fragile things, but just look what they can do when they stick together."
Voltaire,"Meditation is the dissolution of thoughts in eternal awareness or Pure consciousness without objectification, knowing without thinking, merging finitude in infinity."
Voltaire,No snowflake in an avalanche ever feels responsible.
Voltaire,"The longer we dwell on our misfortunes, the greater is their power to harm us."
Voltaire,Think for yourselves and let others enjoy the privilege to do so too.
Voltaire,"To enjoy life, we must touch much of it lightly."
Voltaire,We never live; we are always in the expectation of living.
W. Clement Stone,No matter how carefully you plan your goals they will never be more that pipe dreams unless you pursue them with gusto.
W. Clement Stone,"When you discover your mission, you will feel its demand. It will fill you with enthusiasm and a burning desire to get to work on it."
W. H. Auden,"To choose what is difficult all ones days, as if it were easy, that is faith."
Walt Disney,"If you can dream it, you can do it."
Walt Disney,Weve got to have a dream if we are going to make a dream come true.
Walt Emerson,What lies behind us and what lies before us are tiny matters compared to what lies within us.
Walter Anderson,Nothing diminishes anxiety faster than action.
Walter Benjamin,To be happy is to be able to become aware of oneself without fright.
Walter Cronkite,I can't imagine a person becoming a success who doesn't give this game of life everything hes got.
Walter Linn,"It is surprising what a man can do when he has to, and how little most men will do when they don't have to."
Walter Lippmann,Ideals are an imaginative understanding of that which is desirable in that which is possible.
Walter Lippmann,"Where all think alike, no one thinks very much."
Washington Irving,"Love is never lost. If not reciprocated, it will flow back and soften and purify the heart."
Wayne Dyer,"Anything you really want, you can attain, if you really go after it."
Wayne Dyer,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice."
Wayne Dyer,Doing what you love is the cornerstone of having abundance in your life.
Wayne Dyer,"Everything is perfect in the universe, even your desire to improve it."
Wayne Dyer,Everything you are against weakens you. Everything you are for empowers you.
Wayne Dyer,Go for it now. The future is promised to no one.
Wayne Dyer,I cannot always control what goes on outside. But I can always control what goes on inside.
Wayne Dyer,I think and that is all that I am.
Wayne Dyer,"If you change the way you look at things, the things you look at change."
Wayne Dyer,Maxim for life: You get treated in life the way you teach people to treat you.
Wayne Dyer,Miracles come in moments. Be ready and willing.
Wayne Dyer,Our intention creates our reality.
Wayne Dyer,Our lives are a sum total of the choices we have made.
Wayne Dyer,Real magic in relationships means an absence of judgement of others.
Wayne Dyer,"Simply put, you believer that things or people make you unhappy, but this is not accurate. You make yourself unhappy."
Wayne Dyer,There is no scarcity of opportunity to make a living at what you love; theres only scarcity of resolve to make it happen.
Wayne Dyer,"There is no way to prosperity, prosperity is the way."
Wayne Dyer,We are Divine enough to ask and we are important enough to receive.
Wayne Dyer,"What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds."
Wayne Dyer,"When you dance, your purpose is not to get to a certain place on the floor. It's to enjoy each step along the way."
Wayne Dyer,"When you judge another, you do not define them, you define yourself."
Wayne Dyer,You are important enough to ask and you are blessed enough to receive back.
Wayne Dyer,You can't choose up sides on a round world.
Wayne Dyer,You cannot be lonely if you like the person you're alone with.
Wayne Dyer,You'll see it when you believe it.
Whoopi Goldberg,Were here for a reason. I believe a bit of the reason is to throw little torches out to lead people through the dark.
Will Durant,The trouble with most people is that they think with their hopes or fears or wishes rather than with their minds.
Will Rogers,"If you find yourself in a hole, the first thing to do is stop digging."
Willa Cather,"Where there is great love, there are always miracles."
William Arthur Ward,Do more than dream: work.
William Arthur Ward,Four steps to achievement: Plan purposefully. Prepare prayerfully. Proceed positively. Pursue persistently.
William Blake,"For everything that lives is holy, life delights in life."
William Blake,"In seed time learn, in harvest teach, in winter enjoy."
William Burroughs,Your mind will answer most questions if you learn to relax and wait for the answer.
William Channing,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict."
William Hazlitt,Just as much as we see in others we have in ourselves.
William James,Act as if what you do makes a difference. It does.
William James,The deepest craving of human nature is the need to be appreciated.
William James,"The greatest discovery of our generation is that human beings can alter their lives by altering their attitudes of mind. As you think, so shall you be."
William James,"To change ones life, start immediately, do it flamboyantly, no exceptions."
William Londen,"To ensure good health: eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life."
William Lyon Phelps,This is the final test of a gentleman: his respect for those who can be of no possible value to him.
William Menninger,"Six essential qualities that are the key to success: Sincerity, personal integrity, humility, courtesy, wisdom, charity."
William Penn,"True silence is the rest of the mind; it is to the spirit what sleep is to the body, nourishment and refreshment."
William R. Inge,Nature takes away any faculty that is not used.
William Saroyan,"Good people are good because they've come to wisdom through failure. We get very little wisdom from success, you know."
William Scolavino,The height of your accomplishments will equal the depth of your convictions.
William Shakespeare,"All the world is a stage, And all the men and women merely players.They have their exits and entrances; Each man in his time plays many parts."
William Shakespeare,"Be great in act, as you have been in thought."
William Shakespeare,"Be not afraid of greatness: some are born great, some achieve greatness, and some have greatness thrust upon them."
William Shakespeare,"Go to your bosom: Knock there, and ask your heart what it doth know."
William Shakespeare,"God has given you one face, and you make yourself another."
William Shakespeare,"Having nothing, nothing can he lose."
William Shakespeare,He that is giddy thinks the world turns round.
William Shakespeare,How far that little candle throws its beams! So shines a good deed in a naughty world.
William Shakespeare,It is not in the stars to hold our destiny but in ourselves.
William Shakespeare,"Love all, trust a few, do wrong to none."
William Shakespeare,"Speak low, if you speak love."
William Shakespeare,To climb steep hills requires a slow pace at first.
William Shakespeare,"We know what we are, but know not what we may be."
William Sloane Coffin,"Hope arouses, as nothing else can arouse, a passion for the possible."
William Ward,"Adversity causes some men to break, others to break records."
William Ward,"When we seek to discover the best in others, we somehow bring out the best in ourselves."
